AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2000","1000","Scotland","Glasgow City","M8","TM","266200","666110","11","10","1.8","1.11","0","296","74408","1058","10480","2786","685","599","686","1520","1787","8063","94305"
"2000","1001","Scotland","Glasgow City","M8","TM","259700","666300","16","15","1.1","0.68","0","317","102788","822","11390","4013","837","913","1287","1901","1608","10559","125876"
"2000","1009","Scotland","Glasgow City","A8","PU","258500","664500","A8 Paisley Rd","A77","0.7","0.43","45","55","8772","740","1167","534","44","27","36","64","70","775","11509"
"2000","1010","Scotland","Glasgow City","A8","PU","258500","664640","A8 Morrison St","A77","0.6","0.37","63","74","9555","753","1833","193","46","44","51","51","125","510","12725"
"2000","1011","Scotland","Glasgow City","A8","PU","259560","664750","A8 Bridgegate","A89/A749","0.3","0.18","130","74","13523","166","1432","128","31","15","18","19","14","225","15420"
"2000","1027","Scotland","Glasgow City","A77","PU","258640","664720","A8","A814","0.3","0.18","319","142","13167","995","1970","157","47","59","48","30","39","380","16654"
"2000","1029","Scotland","Glasgow City","A80","PU","262900","666000","A8","M8","1.6","0.99","26","39","8753","481","938","97","25","9","8","6","7","152","10363"
"2000","1033","Scotland","Glasgow City","A82","PU","258100","666500","A804","A804","0.3","0.18","172","173","17120","835","1513","174","24","15","52","60","67","392","20033"
"2000","1038","Scotland","Glasgow City","A89","PU","260500","664770","A8","B763 Millerston Street","1.8","1.11","76","22","10508","886","1326","97","29","8","15","9","11","169","12911"
"2000","1090","Scotland","Glasgow City","A730","PU","259000","664200","A728","A8","0.8","0.49","131","85","10795","1332","1127","66","44","18","16","9","1","154","13493"
"2000","1091","Scotland","Glasgow City","A736","PU","251900","661200","A726","B762 Barrhead Road","0.6","0.37","69","81","14138","123","1847","175","38","40","40","52","69","414","16603"
"2000","1094","Scotland","Glasgow City","A739","PU","254600","668000","A814","A82","2.3","1.42","69","146","36007","359","3035","397","61","64","33","43","49","647","40194"
"2000","1097","Scotland","Glasgow City","A749","PU","261220","663320","LA Boundary","A74","1.7","1.05","41","62","11162","539","2593","167","65","39","19","15","56","361","14717"
"2000","1106","Scotland","Glasgow City","A804","PU","258040","666270","A814","A82","1.3","0.8","131","122","10022","165","1072","89","23","5","3","3","3","126","11507"
"2000","1112","Scotland","Glasgow City","A814","PU","258400","665100","M8/A804","A814 Bromielaw","0.7","0.43","96","65","10218","394","1255","258","30","13","20","7","9","337","12269"
"2000","1143","Scotland","Glasgow City","A879","PU","259100","667800","M8","B808 Hayston Street","2.2","1.36","31","40","11704","355","1801","264","122","92","42","37","62","619","14519"
"2000","10813","Scotland","Glasgow City","M8","TM","263000","666600","13","12","1.1","0.68","0","393","104478","1051","12135","3939","838","835","1078","2183","1515","10388","128445"
"2000","10814","Scotland","Glasgow City","M8","TM","256000","664200","23","22","1","0.62","0","193","81091","1341","11517","1036","732","562","865","1331","1036","5562","99704"
"2000","10819","Scotland","Glasgow City","A8","PU","252650","666000","A736","A739","2.3","1.42","104","104","13827","526","2183","216","132","109","67","116","180","820","17460"
"2000","10820","Scotland","Glasgow City","A8","PU","259200","664600","A730","A814","0.4","0.24","111","81","10757","1310","930","93","29","15","9","17","14","177","13255"
"2000","10821","Scotland","Glasgow City","A8","PU","260000","665330","A89","A803","1","0.62","53","63","7497","321","841","190","17","3","7","7","2","226","8948"
"2000","10836","Scotland","Glasgow City","A74","PR","267500","662500","M74","B7058 Mount Vernon Avenue","1.6","0.99","36","50","7222","306","897","327","114","152","33","62","101","789","9264"
"2000","10918","Scotland","Glasgow City","A804","PU","258800","666374","M8/A81","M8/A879","0.6","0.37","35","102","14255","110","2826","198","47","35","36","42","52","410","17703"
"2000","10923","Scotland","Glasgow City","A814","PU","254000","667100","Kingsway","A739","2.4","1.49","5","126","18896","266","2374","589","70","50","69","121","95","994","22656"
"2000","10924","Scotland","Glasgow City","A814","PU","258500","664930","A814 James Watt St","A77","0.3","0.18","20","50","4049","1","475","70","1","0","1","2","0","74","4649"
"2000","11020","Scotland","Glasgow City","A739","PU","253600","665000","M8","A8","0.3","0.18","0","114","32420","168","4246","216","141","95","45","78","65","640","37588"
"2000","20809","Scotland","Glasgow City","M8","TM","261000","665900","15","14","1.2","0.74","0","274","96479","673","12414","4027","901","862","1052","2030","2259","11131","120971"
"2000","20811","Scotland","Glasgow City","M8","TM","254000","664600","25","24","1.6","0.99","0","302","68120","988","7114","1871","463","481","467","955","974","5211","81735"
"2000","20815","Scotland","Glasgow City","A8","PU","255500","664550","B768","A761","0.7","0.43","99","49","8883","1067","1093","317","26","7","9","9","4","372","11464"
"2000","20816","Scotland","Glasgow City","A8","PU","259400","664700","A814","A8 Saltmarket","0.3","0.18","70","108","14628","324","1642","352","18","9","18","10","33","440","17142"
"2000","20817","Scotland","Glasgow City","A8","PU","260200","665850","A803 Springburn Rd","A803 Castle St","0.3","0.18","94","46","8739","1119","1190","250","18","19","20","18","16","341","11435"
"2000","20834","Scotland","Glasgow City","A74","PU","262500","663700","Fullarton Rd roundabout","B763 Dunn Street","3.2","1.98","40","71","13453","162","2432","429","60","98","56","100","98","841","16959"
"2000","20842","Scotland","Glasgow City","A82","PU","252200","669990","A739","LA Boundary","4.1","2.54","60","124","21790","1001","2121","423","86","33","65","112","106","825","25861"
"2000","20848","Scotland","Glasgow City","A89","PU","266400","663940","B765 Killin St","A8","3.6","2.23","34","20","9938","445","991","153","10","4","10","24","27","228","11622"
"2000","20900","Scotland","Glasgow City","A728","PU","259000","664000","A730","A8/A74","0.8","0.49","40","70","10286","211","1430","307","15","9","20","22","28","401","12398"
"2000","20902","Scotland","Glasgow City","A761","PU","255000","664140","A739","A8","2.7","1.67","88","54","10703","981","1270","240","8","3","10","5","20","286","13294"
